tickid,id,seqno,tradedate,ts,tradeprice,tradesize,askprice,asksize,bidprice,bidsize,type_
3454,Security_96,2,2022-11-21,09:14:33,,,0.0938,8400.0,,,Q  
3469,Security_36,6,2022-11-21,09:14:37,,,,,50.9375,9300.0,Q  
3480,Security_33,4,2022-11-21,09:14:40,,,69.0938,4500.0,,,Q  
3486,Security_84,4,2022-11-21,09:14:41,,,46.0,8700.0,,,Q  
3518,Security_5,7,2022-11-21,09:14:50,43.0,8300.0,,,,,T  
3521,Security_15,5,2022-11-21,09:14:50,30.9375,2700.0,,,,,CT 
3524,Security_47,6,2022-11-21,09:14:51,63.0312,5700.0,,,,,T  
3542,Security_83,4,2022-11-21,09:14:56,,,,,82.0625,4800.0,Q  
3545,Security_44,7,2022-11-21,09:14:56,15.0938,400.0,,,,,CT 
3547,Security_19,2,2022-11-21,09:14:57,,,1.0625,3700.0,,,Q  
3551,Security_59,7,2022-11-21,09:14:58,90.0312,7400.0,,,,,CT 
3562,Security_22,5,2022-11-21,09:15:01,18.0312,2700.0,,,,,CT 
3564,Security_52,6,2022-11-21,09:15:01,20.0,6200.0,,,,,T  
3567,Security_24,3,2022-11-21,09:15:02,46.0,3200.0,,,,,CT 
3606,Security_33,5,2022-11-21,09:15:12,,,,,69.0,7600.0,Q  
3607,Security_85,8,2022-11-21,09:15:13,,,27.0938,8500.0,,,Q  
3609,Security_16,9,2022-11-21,09:15:13,,,97.0625,9900.0,,,Q  
3618,Security_43,1,2022-11-21,09:15:15,10.0,5400.0,,,,,T  
3635,Security_61,2,2022-11-21,09:15:20,,,,,53.0625,8500.0,Q  
3646,Security_91,7,2022-11-21,09:15:22,,,42.0938,2000.0,,,Q  
3654,Security_10,3,2022-11-21,09:15:24,,,,,70.125,1700.0,Q  
3660,Security_84,5,2022-11-21,09:15:26,,,,,45.9375,1700.0,Q  
3669,Security_41,2,2022-11-21,09:15:28,,,,,16.0625,8500.0,Q  
3674,Security_46,11,2022-11-21,09:15:30,,,47.0938,700.0,,,Q  
3678,Security_82,4,2022-11-21,09:15:31,,,31.0938,8600.0,,,Q  
3690,Security_60,7,2022-11-21,09:15:34,,,72.0312,7000.0,,,Q  
3702,Security_96,3,2022-11-21,09:15:37,0.0,5200.0,,,,,CT 
3703,Security_81,4,2022-11-21,09:15:37,95.0,6800.0,,,,,CT 
3716,Security_41,3,2022-11-21,09:15:40,16.0625,4400.0,,,,,T  
3717,Security_6,4,2022-11-21,09:15:40,58.0,5300.0,,,,,CT 
3722,Security_21,5,2022-11-21,09:15:42,,,12.0938,5700.0,,,Q  
3726,Security_20,5,2022-11-21,09:15:43,55.0312,7200.0,,,,,T  
3738,Security_70,4,2022-11-21,09:15:46,,,,,61.0312,5000.0,Q  
3743,Security_67,1,2022-11-21,09:15:47,63.0,5900.0,,,,,CT 
3770,Security_66,4,2022-11-21,09:15:54,,,,,3.0,6200.0,Q  
3771,Security_8,4,2022-11-21,09:15:54,81.0625,3800.0,,,,,T  
3800,Security_10,4,2022-11-21,09:16:02,70.125,9700.0,,,,,T  
3807,Security_96,4,2022-11-21,09:16:03,0.0,7100.0,,,,,T  
3951,Security_98,1,2022-11-21,09:16:40,,,23.0,7100.0,,,Q  
3961,Security_62,2,2022-11-21,09:16:42,,,53.0312,600.0,,,Q  
3966,Security_37,4,2022-11-21,09:16:44,97.0,1400.0,,,,,CT 
3978,Security_79,4,2022-11-21,09:16:47,39.0,8700.0,,,,,T  
3990,Security_61,3,2022-11-21,09:16:50,53.0625,1400.0,,,,,T  
3991,Security_46,13,2022-11-21,09:16:50,47.0625,800.0,,,,,CT 
3996,Security_96,5,2022-11-21,09:16:51,0.0,2800.0,,,,,T  
4009,Security_44,8,2022-11-21,09:16:54,15.0938,1300.0,,,,,T  
4013,Security_86,5,2022-11-21,09:16:55,29.0312,5800.0,,,,,CT 
4045,Security_8,5,2022-11-21,09:17:04,81.0625,700.0,,,,,CT 
4055,Security_17,4,2022-11-21,09:17:06,75.9688,7200.0,,,,,CT 
4078,Security_24,4,2022-11-21,09:17:12,46.0,9600.0,,,,,T  
4086,Security_83,5,2022-11-21,09:17:14,82.0625,7100.0,,,,,CT 
4089,Security_88,4,2022-11-21,09:17:15,,,32.0312,8500.0,,,Q  
4106,Security_20,6,2022-11-21,09:17:19,55.0312,8500.0,,,,,CT 
4115,Security_2,6,2022-11-21,09:17:22,,,90.125,7700.0,,,Q  
4175,Security_41,4,2022-11-21,09:17:37,16.0625,9500.0,,,,,T  
4180,Security_22,7,2022-11-21,09:17:38,18.0312,600.0,,,,,T  
4191,Security_25,4,2022-11-21,09:17:41,,,75.0,2400.0,,,Q  
4197,Security_76,3,2022-11-21,09:17:43,,,,,83.0625,800.0,Q  
4231,Security_84,6,2022-11-21,09:17:51,45.9375,4500.0,,,,,T  
4240,Security_36,7,2022-11-21,09:17:53,,,50.9688,9700.0,,,Q  
4252,Security_95,5,2022-11-21,09:17:56,1.0,5700.0,,,,,CT 
4577,Security_25,5,2022-11-21,09:19:18,75.0,1200.0,,,,,T  
4584,Security_19,4,2022-11-21,09:19:20,1.0,2300.0,,,,,T  
4589,Security_51,5,2022-11-21,09:19:21,,,32.0312,3900.0,,,Q  
4597,Security_40,4,2022-11-21,09:19:23,10.0,6600.0,,,,,T  
4599,Security_18,8,2022-11-21,09:19:24,,,,,44.9688,5400.0,Q  
4606,Security_32,8,2022-11-21,09:19:26,82.0,4200.0,,,,,T  
4660,Security_16,10,2022-11-21,09:19:39,,,,,97.0625,9300.0,Q  
4669,Security_23,4,2022-11-21,09:19:42,,,52.9375,3000.0,,,Q  
4674,Security_48,6,2022-11-21,09:19:43,63.0625,7000.0,,,,,T  
4678,Security_73,6,2022-11-21,09:19:44,,,65.9688,6100.0,,,Q  
4679,Security_42,1,2022-11-21,09:19:44,,,41.0938,2400.0,,,Q  
4703,Security_41,6,2022-11-21,09:19:50,,,16.0938,1400.0,,,Q  
4705,Security_77,6,2022-11-21,09:19:51,,,49.0938,2900.0,,,Q  
4713,Security_70,6,2022-11-21,09:19:53,61.0312,6500.0,,,,,T  
4720,Security_36,9,2022-11-21,09:19:54,,,,,50.9688,3000.0,Q  
4724,Security_22,8,2022-11-21,09:19:55,18.0312,7300.0,,,,,CT 
4730,Security_54,8,2022-11-21,09:19:57,26.9688,8900.0,,,,,T  
4735,Security_33,8,2022-11-21,09:19:58,,,69.0312,2300.0,,,Q  
4749,Security_35,5,2022-11-21,09:20:02,,,,,57.9062,1800.0,Q  
4750,Security_70,7,2022-11-21,09:20:02,,,,,61.0938,9900.0,Q  
4751,Security_81,6,2022-11-21,09:20:02,95.0,4400.0,,,,,T  
4754,Security_9,4,2022-11-21,09:20:03,61.0,2100.0,,,,,T  
4755,Security_73,7,2022-11-21,09:20:03,65.9688,6800.0,,,,,T  
4776,Security_62,3,2022-11-21,09:20:08,53.0,6700.0,,,,,T  
4810,Security_57,1,2022-11-21,09:20:17,64.0,1200.0,,,,,T  
4811,Security_90,4,2022-11-21,09:20:17,,,50.0625,4300.0,,,Q  
5163,Security_80,5,2022-11-21,09:21:46,80.0,2900.0,,,,,CT 
5171,Security_21,6,2022-11-21,09:21:49,,,,,11.9688,3500.0,Q  
5172,Security_27,8,2022-11-21,09:21:49,,,31.1562,7900.0,,,Q  
5174,Security_72,4,2022-11-21,09:21:49,,,,,81.0,6300.0,Q  
5186,Security_33,9,2022-11-21,09:21:52,,,69.0312,6000.0,,,Q  
5187,Security_54,10,2022-11-21,09:21:53,26.9688,3500.0,,,,,CT 
5195,Security_81,7,2022-11-21,09:21:55,95.0,6000.0,,,,,CT 
5199,Security_86,7,2022-11-21,09:21:56,29.0312,4300.0,,,,,T  
5202,Security_18,9,2022-11-21,09:21:56,44.9688,4500.0,,,,,CT 
5204,Security_22,10,2022-11-21,09:21:57,,,18.0,6700.0,,,Q  
5225,Security_46,14,2022-11-21,09:22:02,,,,,47.0312,5400.0,Q  
5227,Security_60,9,2022-11-21,09:22:03,,,,,72.0625,4600.0,Q  
5234,Security_24,6,2022-11-21,09:22:04,,,46.0312,300.0,,,Q  
5255,Security_14,2,2022-11-21,09:22:10,,,,,82.0625,5000.0,Q  
5258,Security_97,4,2022-11-21,09:22:10,84.0,900.0,,,,,CT 
5262,Security_87,5,2022-11-21,09:22:11,,,,,98.0625,4000.0,Q  
5280,Security_83,7,2022-11-21,09:22:16,82.125,4300.0,,,,,T  
5289,Security_46,15,2022-11-21,09:22:18,,,47.0938,5000.0,,,Q  
5291,Security_87,6,2022-11-21,09:22:19,98.0625,6300.0,,,,,T  
5298,Security_92,6,2022-11-21,09:22:21,2.0,5100.0,,,,,T  
5299,Security_56,4,2022-11-21,09:22:21,,,,,25.0625,6700.0,Q  
5301,Security_50,6,2022-11-21,09:22:21,43.0,1200.0,,,,,T  
5303,Security_47,8,2022-11-21,09:22:22,,,63.0625,5000.0,,,Q  
5304,Security_35,7,2022-11-21,09:22:22,57.9062,4800.0,,,,,T  
5313,Security_89,8,2022-11-21,09:22:24,85.0312,1600.0,,,,,CT 
5324,Security_7,3,2022-11-21,09:22:27,,,47.0312,5900.0,,,Q  
5332,Security_77,7,2022-11-21,09:22:29,,,,,49.0312,9900.0,Q  
5335,Security_51,6,2022-11-21,09:22:30,,,,,32.0,5600.0,Q  
5341,Security_11,7,2022-11-21,09:22:31,,,73.0,4900.0,,,Q  
5351,Security_15,6,2022-11-21,09:22:34,,,31.0312,800.0,,,Q  
5356,Security_13,6,2022-11-21,09:22:35,26.9375,5500.0,,,,,T  
5368,Security_91,8,2022-11-21,09:22:38,42.0312,4700.0,,,,,CT 
5372,Security_63,7,2022-11-21,09:22:39,,,15.0,1300.0,,,Q  
5376,Security_32,10,2022-11-21,09:22:40,,,82.0,6800.0,,,Q  
5386,Security_35,8,2022-11-21,09:22:43,57.9062,2900.0,,,,,T  
5395,Security_14,3,2022-11-21,09:22:45,82.0625,6400.0,,,,,T  
5397,Security_38,9,2022-11-21,09:22:45,,,29.0312,9100.0,,,Q  
5419,Security_23,6,2022-11-21,09:22:51,,,,,52.9688,4200.0,Q  
5435,Security_63,8,2022-11-21,09:22:55,15.0,4400.0,,,,,CT 
5441,Security_47,9,2022-11-21,09:22:56,,,63.0312,1200.0,,,Q  
5448,Security_94,5,2022-11-21,09:22:58,66.9375,6000.0,,,,,T  
5461,Security_17,5,2022-11-21,09:23:02,,,76.0625,9800.0,,,Q  
5779,Security_27,9,2022-11-21,09:24:23,31.0625,9300.0,,,,,CT 
5780,Security_46,16,2022-11-21,09:24:23,,,47.0625,7400.0,,,Q  
5784,Security_52,8,2022-11-21,09:24:24,,,,,20.0625,500.0,Q  
5792,Security_77,8,2022-11-21,09:24:26,,,49.125,6900.0,,,Q  
5798,Security_46,17,2022-11-21,09:24:27,47.0312,8000.0,,,,,T  
5801,Security_23,8,2022-11-21,09:24:28,52.9688,1400.0,,,,,T  
5806,Security_9,6,2022-11-21,09:24:29,61.0,600.0,,,,,CT 
5808,Security_8,6,2022-11-21,09:24:30,81.0625,8100.0,,,,,T  
5820,Security_52,9,2022-11-21,09:24:33,,,20.125,7800.0,,,Q  
5831,Security_94,6,2022-11-21,09:24:36,66.9375,700.0,,,,,CT 
5839,Security_12,3,2022-11-21,09:24:38,,,20.0312,8500.0,,,Q  
5880,Security_13,7,2022-11-21,09:24:48,,,,,27.0,2600.0,Q  
5882,Security_92,7,2022-11-21,09:24:48,,,,,2.0,8100.0,Q  
5897,Security_75,9,2022-11-21,09:24:52,35.0938,4900.0,,,,,T  
5917,Security_99,4,2022-11-21,09:24:57,,,,,87.0,4000.0,Q  
5919,Security_70,8,2022-11-21,09:24:58,61.0938,9500.0,,,,,CT 
5925,Security_18,11,2022-11-21,09:24:59,,,,,45.0625,1600.0,Q  
5944,Security_69,6,2022-11-21,09:25:04,77.0,6300.0,,,,,CT 
5949,Security_64,7,2022-11-21,09:25:05,56.0625,4300.0,,,,,T  
5952,Security_45,2,2022-11-21,09:25:06,87.0,7100.0,,,,,CT 
5964,Security_3,4,2022-11-21,09:25:09,45.9375,3600.0,,,,,T  
5973,Security_24,7,2022-11-21,09:25:11,46.0,3500.0,,,,,CT 
5977,Security_98,2,2022-11-21,09:25:12,23.0,6800.0,,,,,T  
5995,Security_54,12,2022-11-21,09:25:17,,,27.0312,600.0,,,Q  
6026,Security_72,7,2022-11-21,09:25:25,,,81.0625,4900.0,,,Q  
6034,Security_91,9,2022-11-21,09:25:27,42.0312,3900.0,,,,,T  
6040,Security_41,7,2022-11-21,09:25:28,16.0625,3300.0,,,,,CT 
6044,Security_40,5,2022-11-21,09:25:29,,,10.0625,1300.0,,,Q  
6054,Security_36,13,2022-11-21,09:25:32,50.9688,4600.0,,,,,CT 
6055,Security_65,5,2022-11-21,09:25:32,,,54.0312,6900.0,,,Q  
6062,Security_74,4,2022-11-21,09:25:34,93.0,9900.0,,,,,CT 
6070,Security_13,8,2022-11-21,09:25:36,,,27.0312,9000.0,,,Q  
6078,Security_24,8,2022-11-21,09:25:38,46.0,6100.0,,,,,CT 
6087,Security_37,7,2022-11-21,09:25:40,,,97.0312,6700.0,,,Q  
6092,Security_99,5,2022-11-21,09:25:42,,,87.0,300.0,,,Q  
6107,Security_33,10,2022-11-21,09:25:45,,,69.125,7600.0,,,Q  
6121,Security_25,7,2022-11-21,09:25:49,,,,,75.0,6500.0,Q  
6128,Security_94,7,2022-11-21,09:25:51,66.9375,1900.0,,,,,T  
6141,Security_67,3,2022-11-21,09:25:54,,,63.0312,2600.0,,,Q  
6148,Security_10,5,2022-11-21,09:25:56,,,70.2188,3500.0,,,Q  
6170,Security_19,6,2022-11-21,09:26:01,,,1.0312,9700.0,,,Q  
6173,Security_17,6,2022-11-21,09:26:02,,,,,75.9688,4600.0,Q  
6174,Security_40,6,2022-11-21,09:26:02,10.0,2200.0,,,,,CT 
6187,Security_24,9,2022-11-21,09:26:05,46.0,500.0,,,,,T  
6226,Security_98,3,2022-11-21,09:26:15,23.0,5200.0,,,,,T  
6238,Security_0,3,2022-11-21,09:26:18,,,,,95.0312,8700.0,Q  
6246,Security_20,7,2022-11-21,09:26:20,55.0312,4400.0,,,,,T  
6249,Security_38,10,2022-11-21,09:26:21,29.0,800.0,,,,,T  
6259,Security_39,6,2022-11-21,09:26:23,76.0625,500.0,,,,,T  
6296,Security_4,6,2022-11-21,09:26:33,,,62.0625,3700.0,,,Q  
6298,Security_79,7,2022-11-21,09:26:33,,,39.0938,9000.0,,,Q  
6306,Security_75,10,2022-11-21,09:26:36,35.0938,6000.0,,,,,T  
6309,Security_98,4,2022-11-21,09:26:36,23.0,400.0,,,,,T  
6312,Security_3,5,2022-11-21,09:26:37,45.9375,700.0,,,,,CT 
6321,Security_55,6,2022-11-21,09:26:39,,,,,27.0312,4000.0,Q  
6334,Security_5,8,2022-11-21,09:26:43,,,43.0312,3000.0,,,Q  
6344,Security_92,8,2022-11-21,09:26:45,2.0,8300.0,,,,,CT 
6348,Security_47,10,2022-11-21,09:26:46,,,,,63.0938,6500.0,Q  
6359,Security_70,9,2022-11-21,09:26:49,61.0938,6200.0,,,,,CT 
6372,Security_9,7,2022-11-21,09:26:52,61.0,9100.0,,,,,T  
6399,Security_34,4,2022-11-21,09:26:59,51.9688,1000.0,,,,,CT 
6400,Security_20,8,2022-11-21,09:26:59,55.0312,9000.0,,,,,T  
6406,Security_10,6,2022-11-21,09:27:01,,,,,70.0938,2100.0,Q  
6424,Security_72,8,2022-11-21,09:27:05,,,,,80.9375,9500.0,Q  
6448,Security_12,4,2022-11-21,09:27:11,,,20.0938,3600.0,,,Q  
6456,Security_65,6,2022-11-21,09:27:13,54.0,7900.0,,,,,CT 
6457,Security_32,12,2022-11-21,09:27:13,82.0,300.0,,,,,CT 
6459,Security_39,7,2022-11-21,09:27:14,76.0625,9600.0,,,,,CT 
6462,Security_39,8,2022-11-21,09:27:15,,,76.1562,2800.0,,,Q  
6466,Security_2,9,2022-11-21,09:27:16,90.0,1300.0,,,,,CT 
6478,Security_72,9,2022-11-21,09:27:19,,,,,80.875,4700.0,Q  
6480,Security_6,7,2022-11-21,09:27:19,57.9688,9600.0,,,,,T  
6483,Security_64,8,2022-11-21,09:27:20,,,56.1562,6900.0,,,Q  
6525,Security_81,8,2022-11-21,09:27:30,,,,,95.0,7400.0,Q  
6531,Security_87,7,2022-11-21,09:27:32,98.0625,3000.0,,,,,T  
6542,Security_67,4,2022-11-21,09:27:35,63.0,1000.0,,,,,T  
6557,Security_66,6,2022-11-21,09:27:38,,,3.0625,9000.0,,,Q  
6574,Security_40,7,2022-11-21,09:27:43,10.0,7600.0,,,,,T  
6575,Security_69,7,2022-11-21,09:27:43,,,77.0312,7000.0,,,Q  
6580,Security_8,7,2022-11-21,09:27:44,81.0625,2100.0,,,,,T  
6583,Security_60,10,2022-11-21,09:27:45,,,72.1562,2100.0,,,Q  
6591,Security_4,7,2022-11-21,09:27:47,62.0625,2000.0,,,,,T  
6595,Security_54,13,2022-11-21,09:27:48,27.0312,2900.0,,,,,CT 
6625,Security_11,8,2022-11-21,09:27:56,72.9688,1900.0,,,,,CT 
6630,Security_7,4,2022-11-21,09:27:57,47.0,8600.0,,,,,T  
6633,Security_87,8,2022-11-21,09:27:58,98.0625,3800.0,,,,,CT 
6657,Security_40,8,2022-11-21,09:28:04,10.0,2200.0,,,,,CT 
6658,Security_46,18,2022-11-21,09:28:04,47.0312,6700.0,,,,,T  
6682,Security_92,9,2022-11-21,09:28:10,,,2.0938,7300.0,,,Q  
6715,Security_40,9,2022-11-21,09:28:18,10.0,2100.0,,,,,T  
6716,Security_52,10,2022-11-21,09:28:18,,,20.1562,6300.0,,,Q  
6722,Security_18,12,2022-11-21,09:28:20,,,45.125,1700.0,,,Q  
6730,Security_33,11,2022-11-21,09:28:22,,,,,69.0312,2800.0,Q  
6732,Security_31,5,2022-11-21,09:28:22,,,68.0625,7800.0,,,Q  
6734,Security_35,9,2022-11-21,09:28:23,,,57.9375,6200.0,,,Q  
6740,Security_62,5,2022-11-21,09:28:24,,,53.0625,5100.0,,,Q  
6745,Security_79,8,2022-11-21,09:28:26,39.0,900.0,,,,,CT 
6747,Security_0,4,2022-11-21,09:28:26,95.0312,100.0,,,,,CT 
6754,Security_63,9,2022-11-21,09:28:28,,,15.0938,3000.0,,,Q  
6758,Security_76,5,2022-11-21,09:28:29,83.0625,6500.0,,,,,T  
6767,Security_59,10,2022-11-21,09:28:31,,,,,90.0312,1900.0,Q  
6778,Security_63,10,2022-11-21,09:28:34,15.0,4800.0,,,,,CT 
6781,Security_88,7,2022-11-21,09:28:35,32.0,8400.0,,,,,T  
6805,Security_70,10,2022-11-21,09:28:41,,,,,61.0312,3900.0,Q  
6819,Security_94,8,2022-11-21,09:28:44,66.9375,6100.0,,,,,T  
6821,Security_70,11,2022-11-21,09:28:45,61.0312,400.0,,,,,T  
6830,Security_85,10,2022-11-21,09:28:47,,,,,27.0938,8800.0,Q  
6841,Security_74,5,2022-11-21,09:28:50,93.0,2000.0,,,,,CT 
6863,Security_54,14,2022-11-21,09:28:55,27.0312,3800.0,,,,,CT 
6890,Security_97,5,2022-11-21,09:29:02,84.0,900.0,,,,,CT 
6894,Security_10,7,2022-11-21,09:29:03,,,,,70.125,6900.0,Q  
6905,Security_67,5,2022-11-21,09:29:06,63.0,5200.0,,,,,CT 
6910,Security_83,9,2022-11-21,09:29:07,,,82.1875,4700.0,,,Q  
6911,Security_61,4,2022-11-21,09:29:07,,,,,53.0625,4400.0,Q  
6958,Security_54,15,2022-11-21,09:29:19,27.0312,6800.0,,,,,CT 
6980,Security_48,7,2022-11-21,09:29:25,,,63.0625,2900.0,,,Q  
6983,Security_3,6,2022-11-21,09:29:25,,,,,45.9375,9600.0,Q  
7061,Security_21,7,2022-11-21,09:29:45,,,11.9688,1800.0,,,Q  
6988,Security_23,9,2022-11-21,09:29:27,,,52.9688,400.0,,,Q  
7015,Security_89,9,2022-11-21,09:29:33,85.0312,2700.0,,,,,T  
7023,Security_26,3,2022-11-21,09:29:35,5.0,1000.0,,,,,T  
7067,Security_5,9,2022-11-21,09:29:46,,,,,42.9375,7900.0,Q  
7076,Security_70,12,2022-11-21,09:29:49,,,61.125,900.0,,,Q  
7090,Security_90,5,2022-11-21,09:29:52,50.0,5100.0,,,,,CT 
7097,Security_84,8,2022-11-21,09:29:54,,,,,45.9375,5300.0,Q  
7099,Security_15,7,2022-11-21,09:29:54,,,,,30.9688,900.0,Q  
7100,Security_11,9,2022-11-21,09:29:55,72.9688,2800.0,,,,,CT 
7103,Security_28,10,2022-11-21,09:29:55,,,94.0625,2000.0,,,Q  
7118,Security_90,6,2022-11-21,09:29:59,,,50.0312,2500.0,,,Q  
7130,Security_13,9,2022-11-21,09:30:02,27.0,2800.0,,,,,CT 
7136,Security_24,10,2022-11-21,09:30:04,,,,,46.0625,8700.0,Q  
7147,Security_43,2,2022-11-21,09:30:07,,,10.0625,4300.0,,,Q  
7149,Security_90,7,2022-11-21,09:30:07,50.0,3200.0,,,,,CT 
7156,Security_39,9,2022-11-21,09:30:09,,,76.0625,3700.0,,,Q  
7159,Security_84,9,2022-11-21,09:30:10,45.9375,700.0,,,,,T  
7176,Security_53,5,2022-11-21,09:30:14,,,21.0,4800.0,,,Q  
7177,Security_21,8,2022-11-21,09:30:14,,,,,11.9688,4300.0,Q  
7192,Security_71,10,2022-11-21,09:30:18,,,92.1562,1300.0,,,Q  
7223,Security_63,11,2022-11-21,09:30:26,15.0,6100.0,,,,,CT 
7238,Security_78,4,2022-11-21,09:30:30,67.9375,9900.0,,,,,CT 
7249,Security_95,6,2022-11-21,09:30:32,,,,,0.9375,9500.0,Q  
7250,Security_11,10,2022-11-21,09:30:33,,,,,73.0312,9500.0,Q  
7257,Security_89,10,2022-11-21,09:30:34,,,,,85.0938,1600.0,Q  
7279,Security_90,8,2022-11-21,09:30:40,,,,,50.0,3600.0,Q  
7281,Security_61,5,2022-11-21,09:30:40,53.0625,6600.0,,,,,CT 
7283,Security_0,5,2022-11-21,09:30:41,,,,,95.0938,8800.0,Q  
7294,Security_90,9,2022-11-21,09:30:44,50.0,9900.0,,,,,T  
7297,Security_44,9,2022-11-21,09:30:44,,,15.125,9300.0,,,Q  
7317,Security_55,7,2022-11-21,09:30:49,,,27.0312,200.0,,,Q  
7331,Security_12,5,2022-11-21,09:30:53,,,20.0,5100.0,,,Q  
7339,Security_6,8,2022-11-21,09:30:55,,,,,57.9375,6300.0,Q  
7342,Security_84,10,2022-11-21,09:30:56,,,,,45.9688,4600.0,Q  
7349,Security_4,8,2022-11-21,09:30:58,,,,,62.0,7000.0,Q  
7352,Security_11,11,2022-11-21,09:30:58,,,73.0312,1900.0,,,Q  
7357,Security_1,8,2022-11-21,09:31:00,,,4.0625,3000.0,,,Q  
7374,Security_25,8,2022-11-21,09:31:04,,,,,75.0312,6900.0,Q  
7379,Security_7,5,2022-11-21,09:31:05,,,,,47.0312,8800.0,Q  
7385,Security_48,8,2022-11-21,09:31:07,63.0625,2200.0,,,,,CT 
7390,Security_71,11,2022-11-21,09:31:08,92.125,1600.0,,,,,CT 
7409,Security_30,5,2022-11-21,09:31:13,22.0,9700.0,,,,,CT 
7420,Security_17,7,2022-11-21,09:31:15,,,75.9688,4900.0,,,Q  
7434,Security_76,6,2022-11-21,09:31:19,83.0625,1700.0,,,,,T  
7437,Security_59,11,2022-11-21,09:31:20,,,,,89.9688,600.0,Q  
7483,Security_33,12,2022-11-21,09:31:31,69.0312,4600.0,,,,,T  
7491,Security_97,6,2022-11-21,09:31:33,84.0,900.0,,,,,CT 
7499,Security_1,9,2022-11-21,09:31:35,,,4.0938,2600.0,,,Q  
7505,Security_22,11,2022-11-21,09:31:37,,,18.0625,7300.0,,,Q  
7506,Security_6,9,2022-11-21,09:31:37,57.9375,8700.0,,,,,T  
7513,Security_51,8,2022-11-21,09:31:39,,,32.0,9500.0,,,Q  
7515,Security_70,13,2022-11-21,09:31:39,61.0312,6000.0,,,,,T  
7537,Security_19,7,2022-11-21,09:31:45,,,,,0.9375,9200.0,Q  
7550,Security_76,7,2022-11-21,09:31:48,,,83.1562,9800.0,,,Q  
7593,Security_26,4,2022-11-21,09:31:59,,,5.0312,5500.0,,,Q  
7598,Security_41,8,2022-11-21,09:32:00,16.0625,4300.0,,,,,T  
7607,Security_22,12,2022-11-21,09:32:02,18.0,600.0,,,,,CT 
7613,Security_81,9,2022-11-21,09:32:04,,,,,95.0625,8500.0,Q  
7614,Security_43,3,2022-11-21,09:32:04,10.0,2900.0,,,,,T  
7628,Security_71,12,2022-11-21,09:32:08,92.125,5900.0,,,,,T  
7633,Security_65,7,2022-11-21,09:32:09,,,,,54.0625,4700.0,Q  
7646,Security_69,8,2022-11-21,09:32:12,,,77.0625,9100.0,,,Q  
7653,Security_51,9,2022-11-21,09:32:14,,,,,32.0625,4100.0,Q  
7671,Security_31,6,2022-11-21,09:32:19,,,,,68.0,5900.0,Q  
7681,Security_1,10,2022-11-21,09:32:21,,,,,4.0625,8400.0,Q  
7690,Security_31,7,2022-11-21,09:32:24,,,68.0,9100.0,,,Q  
7711,Security_10,8,2022-11-21,09:32:29,70.125,4400.0,,,,,T  
7720,Security_7,6,2022-11-21,09:32:31,47.0312,9600.0,,,,,CT 
7723,Security_77,9,2022-11-21,09:32:32,49.0312,5500.0,,,,,CT 
7727,Security_68,7,2022-11-21,09:32:33,,,,,33.0,5000.0,Q  
7728,Security_93,7,2022-11-21,09:32:33,73.0312,8600.0,,,,,CT 
7735,Security_16,12,2022-11-21,09:32:35,,,,,97.0625,900.0,Q  
7749,Security_58,4,2022-11-21,09:32:38,,,,,49.0312,3600.0,Q  
7766,Security_60,11,2022-11-21,09:32:43,72.0625,8300.0,,,,,CT 
7773,Security_41,9,2022-11-21,09:32:44,,,16.125,5600.0,,,Q  
7789,Security_12,6,2022-11-21,09:32:48,,,20.0938,800.0,,,Q  
7806,Security_45,3,2022-11-21,09:32:53,,,87.0625,4400.0,,,Q  
7824,Security_78,5,2022-11-21,09:32:57,67.9375,3000.0,,,,,T  
7829,Security_73,9,2022-11-21,09:32:58,,,66.0312,3800.0,,,Q  
7837,Security_23,10,2022-11-21,09:33:00,52.9688,2000.0,,,,,T  
7838,Security_99,6,2022-11-21,09:33:01,,,,,86.9375,2600.0,Q  
7843,Security_51,10,2022-11-21,09:33:02,32.0625,1000.0,,,,,T  
7848,Security_38,11,2022-11-21,09:33:03,,,,,29.0312,9800.0,Q  
7850,Security_24,11,2022-11-21,09:33:04,46.0625,3900.0,,,,,CT 
7852,Security_15,8,2022-11-21,09:33:04,,,,,31.0,4800.0,Q  
7858,Security_55,8,2022-11-21,09:33:06,27.0312,4000.0,,,,,T  
7861,Security_55,9,2022-11-21,09:33:06,27.0312,8400.0,,,,,CT 
7875,Security_38,12,2022-11-21,09:33:10,,,29.0625,3500.0,,,Q  
7876,Security_2,10,2022-11-21,09:33:10,90.0,1700.0,,,,,CT 
7902,Security_0,6,2022-11-21,09:33:17,,,,,95.125,1600.0,Q  
7930,Security_10,9,2022-11-21,09:33:24,,,70.125,4800.0,,,Q  
7932,Security_29,7,2022-11-21,09:33:24,11.125,4500.0,,,,,CT 
7936,Security_79,9,2022-11-21,09:33:25,,,39.0938,5500.0,,,Q  
7946,Security_77,10,2022-11-21,09:33:28,,,49.0312,7100.0,,,Q  
7951,Security_66,7,2022-11-21,09:33:29,,,,,3.0312,4900.0,Q  
7955,Security_90,10,2022-11-21,09:33:30,,,50.0625,3200.0,,,Q  
7979,Security_11,12,2022-11-21,09:33:36,,,,,73.0312,4300.0,Q  
7982,Security_30,6,2022-11-21,09:33:37,,,22.0625,1200.0,,,Q  
